iteration,best_fitness,best_rmse,n_selected
0,0.2237532868191755,3.0309403515571534,10
1,0.2237532868191755,3.0309403515571534,10
2,0.24443388593091506,2.9569158158581375,7
3,0.24717883356549963,2.9461108703224546,7
4,0.24717883356549963,2.9461108703224546,7
5,0.24717883356549963,2.9461108703224546,7
6,0.24717883356549963,2.9461108703224546,7
7,0.24717883356549963,2.9461108703224546,7
8,0.24717883356549963,2.9461108703224546,7
9,0.24717883356549963,2.9461108703224546,7
10,0.24717883356549963,2.9461108703224546,7
11,0.24717883356549963,2.9461108703224546,7
12,0.24717883356549963,2.9461108703224546,7
13,0.24717883356549963,2.9461108703224546,7
14,0.24717883356549963,2.9461108703224546,7
15,0.2510000128599341,2.9310695509040996,7
16,0.2510000128599341,2.9310695509040996,7
17,0.2510000128599341,2.9310695509040996,7
18,0.2510000128599341,2.9310695509040996,7
19,0.2510000128599341,2.9310695509040996,7
20,0.2510000128599341,2.9310695509040996,7
21,0.2510000128599341,2.9310695509040996,7
22,0.2510000128599341,2.9310695509040996,7
23,0.2510000128599341,2.9310695509040996,7
24,0.2510000128599341,2.9310695509040996,7
25,0.2510000128599341,2.9310695509040996,7
26,0.2510000128599341,2.9310695509040996,7
27,0.2510000128599341,2.9310695509040996,7
28,0.2510000128599341,2.9310695509040996,7
29,0.2510000128599341,2.9310695509040996,7
30,0.2510000128599341,2.9310695509040996,7
31,0.2510000128599341,2.9310695509040996,7
32,0.2510000128599341,2.9310695509040996,7
33,0.2510000128599341,2.9310695509040996,7
34,0.2510000128599341,2.9310695509040996,7
35,0.2510000128599341,2.9310695509040996,7
36,0.2510000128599341,2.9310695509040996,7
37,0.2510000128599341,2.9310695509040996,7
38,0.2510000128599341,2.9310695509040996,7
39,0.2510000128599341,2.9310695509040996,7
40,0.2510000128599341,2.9310695509040996,7
41,0.2510000128599341,2.9310695509040996,7
42,0.2510000128599341,2.9310695509040996,7
43,0.2510000128599341,2.9310695509040996,7
44,0.25770093514001974,2.902232501250527,8
45,0.26077665767851205,2.8925857148354237,7
46,0.26077665767851205,2.8925857148354237,7
47,0.26077665767851205,2.8925857148354237,7
48,0.26077665767851205,2.8925857148354237,7
49,0.26077665767851205,2.8925857148354237,7
50,0.26077665767851205,2.8925857148354237,7
51,0.26077665767851205,2.8925857148354237,7
52,0.26077665767851205,2.8925857148354237,7
53,0.26077665767851205,2.8925857148354237,7
54,0.26801352627482206,2.8640992074620844,7
55,0.26801352627482206,2.8640992074620844,7
56,0.26801352627482206,2.8640992074620844,7
57,0.26801352627482206,2.8640992074620844,7
58,0.26801352627482206,2.8640992074620844,7
59,0.26801352627482206,2.8640992074620844,7
60,0.26801352627482206,2.8640992074620844,7
61,0.26801352627482206,2.8640992074620844,7
62,0.26801352627482206,2.8640992074620844,7
63,0.26801352627482206,2.8640992074620844,7
64,0.26801352627482206,2.8640992074620844,7
65,0.26801352627482206,2.8640992074620844,7
66,0.26801352627482206,2.8640992074620844,7
67,0.26801352627482206,2.8640992074620844,7
68,0.26801352627482206,2.8640992074620844,7
69,0.26801352627482206,2.8640992074620844,7
70,0.26801352627482206,2.8640992074620844,7
71,0.26801352627482206,2.8640992074620844,7
72,0.26801352627482206,2.8640992074620844,7
73,0.26801352627482206,2.8640992074620844,7
74,0.26801352627482206,2.8640992074620844,7
75,0.26801352627482206,2.8640992074620844,7
76,0.26801352627482206,2.8640992074620844,7
77,0.26801352627482206,2.8640992074620844,7
78,0.26801352627482206,2.8640992074620844,7
79,0.26801352627482206,2.8640992074620844,7
80,0.26801352627482206,2.8640992074620844,7
81,0.26801352627482206,2.8640992074620844,7
82,0.26801352627482206,2.8640992074620844,7
83,0.26801352627482206,2.8640992074620844,7
84,0.26801352627482206,2.8640992074620844,7
85,0.26801352627482206,2.8640992074620844,7
86,0.26801352627482206,2.8640992074620844,7
87,0.26801352627482206,2.8640992074620844,7
88,0.26801352627482206,2.8640992074620844,7
89,0.26801352627482206,2.8640992074620844,7
90,0.26801352627482206,2.8640992074620844,7
91,0.26801352627482206,2.8640992074620844,7
92,0.26801352627482206,2.8640992074620844,7
93,0.26801352627482206,2.8640992074620844,7
94,0.26801352627482206,2.8640992074620844,7
95,0.26801352627482206,2.8640992074620844,7
96,0.26801352627482206,2.8640992074620844,7
97,0.26801352627482206,2.8640992074620844,7
98,0.26801352627482206,2.8640992074620844,7
99,0.26801352627482206,2.8640992074620844,7
