iteration,best_fitness,best_rmse,n_selected
0,0.40525502068863445,5.233586702021808,9
1,0.40525502068863445,5.233586702021808,9
2,0.40525502068863445,5.233586702021808,9
3,0.40525502068863445,5.233586702021808,9
4,0.40525502068863445,5.233586702021808,9
5,0.4056870115972413,5.224196673236993,10
6,0.4056870115972413,5.224196673236993,10
7,0.4056870115972413,5.224196673236993,10
8,0.4056870115972413,5.224196673236993,10
9,0.4056870115972413,5.224196673236993,10
10,0.4056870115972413,5.224196673236993,10
11,0.4056870115972413,5.224196673236993,10
12,0.4056870115972413,5.224196673236993,10
13,0.4056870115972413,5.224196673236993,10
14,0.4056870115972413,5.224196673236993,10
15,0.4056870115972413,5.224196673236993,10
16,0.4056870115972413,5.224196673236993,10
17,0.4056870115972413,5.224196673236993,10
18,0.4056870115972413,5.224196673236993,10
19,0.4056870115972413,5.224196673236993,10
20,0.40893392431678527,5.206456626691093,8
21,0.40893392431678527,5.206456626691093,8
22,0.40893392431678527,5.206456626691093,8
23,0.40893392431678527,5.206456626691093,8
24,0.40893392431678527,5.206456626691093,8
25,0.40893392431678527,5.206456626691093,8
26,0.40893392431678527,5.206456626691093,8
27,0.40893392431678527,5.206456626691093,8
28,0.40893392431678527,5.206456626691093,8
29,0.40893392431678527,5.206456626691093,8
30,0.40893392431678527,5.206456626691093,8
31,0.40893392431678527,5.206456626691093,8
32,0.40893392431678527,5.206456626691093,8
33,0.40893392431678527,5.206456626691093,8
34,0.40893392431678527,5.206456626691093,8
35,0.40893392431678527,5.206456626691093,8
36,0.40893392431678527,5.206456626691093,8
37,0.40893392431678527,5.206456626691093,8
38,0.40893392431678527,5.206456626691093,8
39,0.40893392431678527,5.206456626691093,8
40,0.40893392431678527,5.206456626691093,8
41,0.40893392431678527,5.206456626691093,8
42,0.40893392431678527,5.206456626691093,8
43,0.40893392431678527,5.206456626691093,8
44,0.40893392431678527,5.206456626691093,8
45,0.40893392431678527,5.206456626691093,8
46,0.40893392431678527,5.206456626691093,8
47,0.40893392431678527,5.206456626691093,8
48,0.40893392431678527,5.206456626691093,8
49,0.40893392431678527,5.206456626691093,8
50,0.40893392431678527,5.206456626691093,8
51,0.40893392431678527,5.206456626691093,8
52,0.40893392431678527,5.206456626691093,8
53,0.40893392431678527,5.206456626691093,8
54,0.40893392431678527,5.206456626691093,8
55,0.40893392431678527,5.206456626691093,8
56,0.40893392431678527,5.206456626691093,8
57,0.40893392431678527,5.206456626691093,8
58,0.40893392431678527,5.206456626691093,8
59,0.40893392431678527,5.206456626691093,8
60,0.40893392431678527,5.206456626691093,8
61,0.40893392431678527,5.206456626691093,8
62,0.40893392431678527,5.206456626691093,8
63,0.40893392431678527,5.206456626691093,8
64,0.40893392431678527,5.206456626691093,8
65,0.40893392431678527,5.206456626691093,8
66,0.40893392431678527,5.206456626691093,8
67,0.40893392431678527,5.206456626691093,8
68,0.40893392431678527,5.206456626691093,8
69,0.40893392431678527,5.206456626691093,8
70,0.40893392431678527,5.206456626691093,8
71,0.40893392431678527,5.206456626691093,8
72,0.40893392431678527,5.206456626691093,8
73,0.40893392431678527,5.206456626691093,8
74,0.40893392431678527,5.206456626691093,8
75,0.40893392431678527,5.206456626691093,8
76,0.40893392431678527,5.206456626691093,8
77,0.40893392431678527,5.206456626691093,8
78,0.40893392431678527,5.206456626691093,8
79,0.40893392431678527,5.206456626691093,8
80,0.40893392431678527,5.206456626691093,8
81,0.40893392431678527,5.206456626691093,8
82,0.40893392431678527,5.206456626691093,8
83,0.40893392431678527,5.206456626691093,8
84,0.40893392431678527,5.206456626691093,8
85,0.40893392431678527,5.206456626691093,8
86,0.40893392431678527,5.206456626691093,8
87,0.40893392431678527,5.206456626691093,8
88,0.40893392431678527,5.206456626691093,8
89,0.40893392431678527,5.206456626691093,8
90,0.40893392431678527,5.206456626691093,8
91,0.40893392431678527,5.206456626691093,8
92,0.40893392431678527,5.206456626691093,8
93,0.40893392431678527,5.206456626691093,8
94,0.40893392431678527,5.206456626691093,8
95,0.40893392431678527,5.206456626691093,8
96,0.40893392431678527,5.206456626691093,8
97,0.40893392431678527,5.206456626691093,8
98,0.40893392431678527,5.206456626691093,8
99,0.40893392431678527,5.206456626691093,8
