target,original_coverage,original_width,jackknife_plus_coverage,jackknife_plus_width,cvplus_coverage_min,cvplus_coverage_max,cvplus_coverage_spread,cvplus_coverages_by_seed
SOH,0.951473136915078,4.643053867868218,0.9448924731182796,5.672815516034186,0.945468509984639,0.9537250384024577,0.008256528417818654,"[0.9537250384024577, 0.951036866359447, 0.9491167434715821, 0.951036866359447, 0.9481566820276498, 0.945468509984639, 0.9471966205837173, 0.9491167434715821]"
