batlinet_groupkfold_mean_r2,batlinet_groupkfold_std_r2,batlinet_groupkfold_mean_rmse,batlinet_groupkfold_std_rmse,batlinet_calce_r2,batlinet_calce_rmse,xgb_fusion_groupkfold_mean_r2,xgb_fusion_groupkfold_mean_rmse,xgb_fusion_calce_r2,xgb_fusion_calce_rmse
0.469651198387146,0.08207222709929708,5.4651531027669,0.585081700114832,-1.5615944862365723,34.46444329395877,0.9657628399971541,1.1387732065275267,0.5678764726067165,14.155331877704725
