variant,domain,rmse,mae,r2,coverage,coverage_width
1.5_monotone_constrained,in-domain,0.7652624786858279,0.31374462765270006,0.9749633554669137,,
1.5_monotone_constrained,CALCE,14.16689595126248,10.209862127787206,0.5671701451999462,0.06732403944236655,2.3315267577021075
