cell,r2_original,rmse_original,r2_new,rmse_new,delta_r2
CS2_35,0.6464558998809837,11.543097187855588,0.6667119398663774,11.207543493557942,0.020256039985393715
CS2_36,0.5705620910929257,15.531242507700615,0.5724738460482865,15.496633256496985,0.0019117549553608892
CS2_37,0.49810765969383697,14.944886108896934,0.4765612885654841,15.262309104389725,-0.021546371128352892
