battery_id,1x BMS-grade,2x BMS-grade,5x BMS-grade (stress),clean (baseline)
B0018,0.7639638354581313,0.7570094434405483,0.7509068265566532,0.7672246495457657
b1c4,0.9767888903416085,0.9771406133783151,0.7600828669866871,0.9731629442366291
b2c24,0.9800060984868553,0.977405691914352,0.9051221296862426,0.9840093165525552
b3c0,0.9974696764914197,0.9955516884395166,0.9747863169945367,0.9985112613326735
b3c35,0.9962673287579736,0.995547614491858,0.9763126287268317,0.9964252502115215
b4c38,0.987680047541776,0.9896268823356525,0.9782261777881138,0.9871199687167393
