variant,domain,rmse,mae,r2,coverage,coverage_width
1.1_reformulated_duration,in-domain,0.7273055150376455,0.3837253759537304,0.9773853930145538,,
1.1_reformulated_duration,CALCE,14.397350624261271,10.436501779427065,0.5529738149852719,0.09452567154029241,2.1455266153469954
