variant,domain,rmse,mae,r2,coverage,coverage_width
canonical_raw_baseline,in-domain,1.390566400741088,0.979341463545218,0.9173317495826276,,
canonical_raw_baseline,CALCE,17.351527273449197,12.708793219089165,0.3507032711706859,0.16626997619857192,4.919843330781646
