variant,domain,rmse,mae,r2,b0018_rmse,coverage,coverage_width
1.2_sample_weighted,in-domain,0.7006181122877801,0.4054360096146942,0.9790145636462102,2.494193128898547,,
1.2_sample_weighted,CALCE,16.143123395935476,11.31248951210437,0.4379914360957743,,0.0805848350901054,2.6824027318439505
