variant,target,rmse,mae,r2
adaptive_fusion_canonical,SOH,1.3323902977450741,0.9423885345458984,0.9241040945053101
adaptive_fusion_canonical,RUL,193.92405488360643,128.4951934814453,0.6656929850578308
