variant,target,rmse,mae,r2
adaptive_fusion_control_raw,SOH,1.3284492096960292,1.0125294923782349,0.9245524406433105
adaptive_fusion_control_raw,RUL,189.51913862787052,139.4340362548828,0.6807078123092651
