stacking,coef_pred_XGBoost,coef_pred_VLSTM,coef_pred_CNNLSTM,coef_pred_PiFormer,intercept,rmse,mae,r2
original_independent_training,0.9363588616345168,-0.029417030206653556,0.01625409185498407,0.12430761947503839,-4.5680457606961085,1.5036117355183964,1.0350326334211732,0.9033444722545287
NCL_joint_training,0.9480888843536377,0.07844298332929611,0.00499709602445364,-0.0007939737406559289,-2.9632644653320312,1.462421493092196,1.0250532684717524,0.9085675398123003
