variant,rmse,mae,r2,mean_latency_ms,model_size_kb,n_model_invocations
lean_xgboost_fusion,1.392057601367466,0.9593311761358876,0.9171543527393436,3.8759493333338924,2855.2392578125,2
full_5branch_ensemble,1.3943296161972907,0.9656950748059908,0.9168837028125185,201.91789866666608,3086.26171875,7
