stacking,coef_pred_XGBoost,coef_pred_VLSTM,coef_pred_CNNLSTM,coef_pred_PiFormer,intercept,rmse,mae,r2
in-sample (original),1.0101389832465062,0.007142255718306472,-0.010578685508046299,-0.006244434686761477,-0.04245864761669793,1.480819904695252,0.9978738504644759,0.9062524838327654
out-of-fold (corrected),0.9363577365875244,-0.02941674180328846,0.01625422015786171,0.12430842965841293,-4.5680694580078125,1.5036060700321794,1.0350246371516476,0.9033452006334256
