method,coverage,avg_width,ess_frac
plain_split_conformal,0.0673240394423665,2.3315267577021075,1.0
standard_KMM_CP,0.3403604216252975,9.923945613381475,0.2195335464271479
selective_KMM_CP,0.3403604216252975,9.923945613381477,0.22204266022098557
